StrainName	Start	End	DonorLineage
DRR286135	498249	499849	SC5
DRR286135	524717	525694	SC5
DRR286135	602240	602779	SC5
DRR286135	840022	841757	SC5
DRR286135	944133	944835	SC5
DRR286135	1229787	1231997	SC5
DRR286135	1262230	1263129	SC5
DRR286135	1432779	1433678	SC5
DRR286135	1500396	1501626	SC5
DRR286135	1706227	1708979	SC5
DRR286135	1728804	1729136	SC5
DRR286135	2045625	2046228	SC5
DRR286135	2513459	2515479	SC5
DRR286135	2539525	2539754	SC5
DRR286135	3017429	3018452	SC5
DRR286135	3416498	3418406	SC5
DRR286135	3537115	3537843	SC5
DRR286135	3799533	3802002	SC5
DRR286135	3882435	3883442	SC5
DRR286135	3915487	3916064	SC5
DRR286135	3949092	3949578	SC5
DRR286135	3986138	3987502	SC5
ERR12861802	299776	301784	SC5
ERR12861802	399124	399404	SC5
ERR12861802	401485	402060	SC5
ERR12861802	690608	690947	SC5
ERR12861802	1057048	1057190	SC5
ERR12861802	1251273	1256528	SC5
ERR12861802	1356859	1357226	SC5
ERR12861802	1420097	1420621	SC5
ERR12861802	1599923	1604278	SC5
ERR12861802	1706227	1708979	SC5
ERR12861802	1879396	1881833	SC5
ERR12861802	1911224	1911560	SC5
ERR12861802	2328310	2329453	SC5
ERR12861802	2515480	2516616	SC5
ERR12861802	2942486	2947348	SC5
ERR12861802	2952347	2954738	SC5
ERR12861802	2996525	2998653	SC5
ERR12861802	3032043	3032964	SC5
ERR12861802	3065542	3068836	SC5
ERR12861802	3149487	3151156	SC5
ERR12861802	3468028	3469595	SC5
ERR12861802	3535507	3536848	SC5
ERR12861802	3675318	3676588	SC5
ERR12861802	3752273	3753117	SC5
ERR12861802	3798301	3802374	SC5
ERR12861802	3807008	3807794	SC5
ERR12861802	3992693	3993516	SC5
ERR12861802	4005857	4007651	SC5
ERR12861802	4135145	4141291	SC5
DRR286206	115804	116791	SC5
DRR286206	171243	177490	SC5
DRR286206	221729	223620	SC5
DRR286206	229283	229846	SC5
DRR286206	243268	244000	SC5
DRR286206	276640	286740	SC5
DRR286206	384031	385125	SC5
DRR286206	510699	510886	SC5
DRR286206	523571	527171	SC5
DRR286206	546751	548513	SC5
DRR286206	548998	550426	SC5
DRR286206	692754	693450	SC5
DRR286206	829793	832907	SC5
DRR286206	948249	948864	SC5
DRR286206	950024	955670	SC5
DRR286206	971034	972348	SC5
DRR286206	974845	975909	SC5
DRR286206	1179508	1182741	SC5
DRR286206	1260557	1260799	SC5
DRR286206	1321975	1323070	SC5
DRR286206	1340137	1342056	SC5
DRR286206	1403055	1404113	SC5
DRR286206	1490810	1491728	SC5
DRR286206	1682755	1689484	SC5
DRR286206	1760784	1766761	SC5
DRR286206	1781500	1786621	SC5
DRR286206	1985598	1989304	SC5
DRR286206	2009552	2012830	SC5
DRR286206	2020052	2021326	SC5
DRR286206	2027162	2028564	SC5
DRR286206	2110254	2111787	SC5
DRR286206	2230038	2232596	SC5
DRR286206	2236321	2238867	SC5
DRR286206	2346406	2350039	SC5
DRR286206	2594425	2598584	SC5
DRR286206	2692423	2693071	SC5
DRR286206	2730940	2735337	SC5
DRR286206	2826949	2830559	SC5
DRR286206	2900287	2904460	SC5
DRR286206	2948086	2955908	SC5
DRR286206	2971228	2972465	SC5
DRR286206	3156949	3164505	SC5
DRR286206	3172784	3174333	SC5
DRR286206	3179295	3184607	SC5
DRR286206	3431325	3435182	SC5
DRR286206	3469596	3473282	SC5
DRR286206	3682322	3682518	SC5
DRR286206	3751588	3752312	SC5
DRR286206	3777577	3778405	SC5
DRR286206	3881351	3882434	SC5
DRR286206	3883868	3887019	SC5
DRR286206	4175163	4188112	SC5
DRR286206	4196844	4211528	SC5
ERR12861874	190176	191615	SC5
ERR12861874	283083	285156	SC5
ERR12861874	369547	370496	SC5
ERR12861874	652324	653150	SC5
ERR12861874	871819	874055	SC5
ERR12861874	1078317	1079199	SC5
ERR12861874	1153936	1156233	SC5
ERR12861874	1168438	1169110	SC5
ERR12861874	1189666	1190636	SC5
ERR12861874	1274991	1277161	SC5
ERR12861874	1499598	1501380	SC5
ERR12861874	1604657	1605374	SC5
ERR12861874	1693147	1694055	SC5
ERR12861874	1794788	1795892	SC5
ERR12861874	2033979	2036129	SC5
ERR12861874	2546670	2548015	SC5
ERR12861874	2674206	2674979	SC5
ERR12861874	2859331	2861375	SC5
ERR12861874	3065713	3068624	SC5
ERR12861874	3160863	3165010	SC5
ERR12861874	3468028	3471087	SC5
ERR12861874	3472432	3473054	SC5
ERR12861874	3481002	3481460	SC5
ERR12861874	3581502	3581795	SC5
ERR12861874	3664965	3666824	SC5
ERR12861874	3730001	3730942	SC5
ERR12861874	3944175	3945064	SC5
ERR12861874	3978087	3978818	SC5
ERR12861874	4111914	4114279	SC5
SRR13556503	74118	78677	SC5
SRR13556503	246092	249210	SC5
SRR13556503	286774	287753	SC5
SRR13556503	949855	950436	SC5
SRR13556503	1127848	1130811	SC5
SRR13556503	1664684	1666489	SC5
SRR13556503	1762009	1763121	SC5
SRR13556503	1796520	1796760	SC5
SRR13556503	2070780	2072317	SC5
SRR13556503	2207912	2209605	SC5
SRR13556503	2295598	2295969	SC5
SRR13556503	2559602	2562983	SC5
SRR13556503	2607391	2609347	SC5
SRR13556503	2862361	2864407	SC5
SRR13556503	2903184	2904460	SC5
SRR13556503	2959522	2963280	SC5
SRR13556503	3027274	3028114	SC5
SRR13556503	3109436	3109533	SC5
SRR13556503	3148339	3149398	SC5
SRR13556503	3199225	3200944	SC5
SRR13556503	3279289	3286288	SC5
SRR13556503	3314918	3317018	SC5
SRR13556503	3702445	3704187	SC5
SRR13556503	3830675	3832222	SC5
SRR7800616	3481002	3481341	SC5
ERR13148484	899686	900368	SC5
ERR13148484	1099312	1100850	SC5
ERR13148484	1355864	1357403	SC5
ERR13148484	1596798	1601398	SC5
ERR13148484	1704427	1704729	SC5
ERR13148484	1877167	1880270	SC5
ERR13148484	1913836	1914992	SC5
ERR13148484	2368227	2373484	SC5
ERR13148484	2498462	2500489	SC5
ERR13148484	2566214	2567339	SC5
ERR13148484	2567452	2567582	SC5
ERR13148484	2648276	2650265	SC5
ERR13148484	2806998	2807418	SC5
ERR13148484	2946039	2946867	SC5
ERR13148484	2992937	2996928	SC5
ERR13148484	3028044	3029663	SC5
ERR13148484	3038266	3039001	SC5
ERR13148484	3132753	3132808	SC5
ERR13148484	3148192	3149596	SC5
ERR13148484	3357824	3360129	SC5
ERR13148484	3361984	3364399	SC5
ERR13148484	3382672	3384355	SC5
ERR13148484	3404836	3405516	SC5
ERR13148484	3535028	3536422	SC5
ERR13148484	3572327	3574006	SC5
ERR13148484	3730130	3731070	SC5
ERR13148484	3751036	3751819	SC5
ERR13148484	3757649	3757755	SC5
ERR13148484	3805231	3805867	SC5
ERR13148484	3981041	3982136	SC5
ERR13148484	3987681	3990345	SC5
ERR13148484	4001165	4003706	SC5
ERR13148484	4132475	4134278	SC5
DRR286150	948148	948849	SC5
DRR286150	2525227	2526385	SC5
DRR286150	3231583	3232732	SC5
DRR286150	3373571	3375037	SC5
DRR286150	4056490	4057078	SC5
DRR286150	4066924	4070083	SC5
SRR24927439	283083	284004	SC5
SRR24927439	423167	424117	SC5
SRR24927439	1264421	1264972	SC5
SRR24927439	1750854	1751535	SC5
SRR24927439	2987280	2990889	SC5
SRR24927439	3160023	3164162	SC5
SRR24927439	3170549	3171206	SC5
SRR24927439	3451576	3453097	SC5
SRR24927439	3944188	3945064	SC5
SRR24927439	4006965	4007885	SC5
SRR24927439	4052519	4053927	SC5
DRR286237	22177	26062	SC5
DRR286237	51540	59365	SC5
DRR286237	147197	148133	SC5
DRR286237	175245	178995	SC5
DRR286237	312490	314121	SC5
DRR286237	317097	317736	SC5
DRR286237	528500	528785	SC5
DRR286237	540666	542138	SC5
DRR286237	543624	550604	SC5
DRR286237	553082	554523	SC5
DRR286237	598374	599448	SC5
DRR286237	663348	665023	SC5
DRR286237	670053	672252	SC5
DRR286237	678330	679315	SC5
DRR286237	751285	754296	SC5
DRR286237	798249	800745	SC5
DRR286237	844032	848420	SC5
DRR286237	873445	877278	SC5
DRR286237	1300215	1301395	SC5
DRR286237	1328354	1333477	SC5
DRR286237	1334368	1336460	SC5
DRR286237	1381232	1383372	SC5
DRR286237	1464714	1465559	SC5
DRR286237	1588626	1592783	SC5
DRR286237	1686739	1689484	SC5
DRR286237	1736314	1740578	SC5
DRR286237	1749674	1751784	SC5
DRR286237	1761470	1763346	SC5
DRR286237	1764336	1772409	SC5
DRR286237	1886681	1887590	SC5
DRR286237	2214106	2219216	SC5
DRR286237	2230760	2233317	SC5
DRR286237	2301930	2303684	SC5
DRR286237	2373695	2375185	SC5
DRR286237	2525227	2526678	SC5
DRR286237	2563949	2566354	SC5
DRR286237	2619380	2622358	SC5
DRR286237	2631984	2633124	SC5
DRR286237	2971270	2972415	SC5
DRR286237	3157282	3159372	SC5
DRR286237	3172844	3174333	SC5
DRR286237	3187975	3191426	SC5
DRR286237	3212488	3213271	SC5
DRR286237	3262443	3268615	SC5
DRR286237	3299580	3306961	SC5
DRR286237	3479190	3480201	SC5
DRR286237	3550452	3552289	SC5
DRR286237	3564115	3567518	SC5
DRR286237	3627943	3628593	SC5
DRR286237	3698160	3702235	SC5
DRR286237	3730063	3731206	SC5
DRR286237	3777734	3780844	SC5
DRR286237	3857074	3857810	SC5
DRR286237	3881351	3882050	SC5
DRR286237	4002191	4004453	SC5
DRR286237	4049917	4050473	SC5
DRR286237	4064598	4069999	SC5
DRR286237	4108528	4110044	SC5
DRR286237	4111040	4114538	SC5
ERR12861710	1261856	1263129	SC5
ERR12861710	1455845	1456055	SC5
ERR12861710	1602535	1604163	SC5
ERR12861710	1774815	1776247	SC5
ERR12861710	2045625	2046294	SC5
ERR12861710	2748649	2749110	SC5
ERR12861710	3113469	3113917	SC5
ERR12861710	3481002	3481224	SC5
ERR12861710	3863227	3864698	SC5
ERR12861710	4102751	4103233	SC5
ERR12861710	4108494	4114279	SC5
SRR7800566	170455	170683	SC5
SRR7800566	663348	664016	SC5
SRR7800566	708497	709803	SC5
SRR7800566	1832260	1832860	SC5
SRR7800566	2158839	2161117	SC5
SRR7800566	2480903	2481393	SC5
SRR7800566	2884823	2885757	SC5
SRR7800566	4003318	4004202	SC5
ERR12861695	1227550	1230898	SC5
ERR12861695	1257127	1257673	SC5
ERR12861695	2928947	2929881	SC5
ERR12861695	3129091	3130139	SC5
ERR12861695	3150382	3151156	SC5
ERR12861695	3246543	3247124	SC5
ERR12861695	3403554	3403731	SC5
ERR12861695	3404752	3405575	SC5
ERR12861695	3405812	3406767	SC5
ERR12861695	3534068	3537066	SC5
ERR12861695	3873629	3874396	SC5
ERR12861695	3910904	3911677	SC5
ERR12861544	588642	590621	SC5
ERR12861544	819908	820738	SC5
ERR12861544	836299	837375	SC5
ERR12861544	2959037	2961230	SC5
ERR12861544	3779940	3786270	SC5
SRR7800568	170310	170778	SC5
SRR7800568	261439	265758	SC5
SRR7800568	604803	605772	SC5
SRR7800568	634247	636004	SC5
SRR7800568	673497	674558	SC5
SRR7800568	870418	870921	SC5
SRR7800568	1531421	1534209	SC5
SRR7800568	1599923	1601354	SC5
SRR7800568	1832221	1832860	SC5
SRR7800568	2045748	2046476	SC5
SRR7800568	2752676	2753001	SC5
SRR7800568	3160863	3162674	SC5
SRR7800568	3882611	3883208	SC5
SRR7800568	4127907	4128165	SC5
DRR286177	176377	176507	SC5
DRR286177	363569	363982	SC5
DRR286177	388006	388383	SC5
DRR286177	853539	855141	SC5
DRR286177	944270	944763	SC5
DRR286177	1172691	1174312	SC5
DRR286177	1476516	1478006	SC5
DRR286177	1651009	1652941	SC5
DRR286177	1683187	1684446	SC5
DRR286177	1781500	1783280	SC5
DRR286177	1864047	1864861	SC5
DRR286177	1922108	1922884	SC5
DRR286177	1942966	1945382	SC5
DRR286177	1985229	1989266	SC5
DRR286177	2127631	2128417	SC5
DRR286177	2480778	2484410	SC5
DRR286177	2525227	2527388	SC5
DRR286177	2568227	2569045	SC5
DRR286177	2674409	2674934	SC5
DRR286177	2827665	2830677	SC5
DRR286177	2864107	2867965	SC5
DRR286177	2887852	2891040	SC5
DRR286177	3059290	3063093	SC5
DRR286177	3287385	3289662	SC5
DRR286177	3468151	3469308	SC5
DRR286177	3778872	3779989	SC5
ERR13148509	992114	993449	SC5
ERR13148509	1100998	1101353	SC5
ERR13148509	1247292	1249440	SC5
ERR13148509	1415462	1415880	SC5
ERR13148509	1822728	1822995	SC5
ERR13148509	2137627	2138905	SC5
ERR13148509	2272626	2274962	SC5
ERR13148509	2530452	2530909	SC5
ERR13148509	2617711	2621048	SC5
ERR13148509	2952834	2953579	SC5
ERR13148509	2993713	2994079	SC5
ERR13148509	3028712	3030372	SC5
ERR13148509	3068364	3069580	SC5
ERR13148509	3153857	3154039	SC5
ERR13148509	3154460	3154590	SC5
ERR13148509	3355711	3357823	SC5
ERR13148509	3385268	3388617	SC5
ERR13148509	3390842	3392401	SC5
ERR13148509	3404752	3405134	SC5
ERR13148509	3428687	3428932	SC5
ERR13148509	4002376	4005147	SC5
ERR13148509	4135889	4140981	SC5
ERR12861698	971322	973074	SC5
ERR12861698	1591151	1592208	SC5
ERR12861698	1602403	1606026	SC5
ERR12861698	2373695	2374462	SC5
ERR12861698	2928918	2930035	SC5
ERR12861698	2943759	2945937	SC5
ERR12861698	3730024	3731206	SC5
ERR12861698	3823836	3824718	SC5
ERR12861698	3898933	3901004	SC5
ERR12861698	3979763	3983578	SC5
ERR12861698	4002332	4004202	SC5
SRR7800740	204550	205467	SC5
SRR7800740	436377	437415	SC5
SRR7800740	1023428	1024531	SC5
SRR7800740	1068466	1068988	SC5
SRR7800740	1710222	1712979	SC5
SRR7800740	1859905	1861577	SC5
SRR7800740	1864255	1864945	SC5
SRR7800740	3399019	3399243	SC5
SRR7800740	3481002	3481460	SC5
SRR7800740	3644819	3645133	SC5
SRR7800740	4123037	4124684	SC5
SRR24927425	204268	206032	SC5
SRR24927425	423167	424117	SC5
SRR24927425	527295	528288	SC5
SRR24927425	663012	664016	SC5
SRR24927425	708535	709320	SC5
SRR24927425	1142990	1144500	SC5
SRR24927425	1228062	1230251	SC5
SRR24927425	1233182	1234255	SC5
SRR24927425	1261178	1265585	SC5
SRR24927425	1432090	1432727	SC5
SRR24927425	1560062	1560787	SC5
SRR24927425	2298114	2303106	SC5
SRR24927425	2643514	2645038	SC5
SRR24927425	2884897	2885757	SC5
SRR24927425	2987280	2990889	SC5
SRR24927425	3403636	3405811	SC5
SRR24927425	3451576	3453097	SC5
SRR24927425	3762352	3763253	SC5
SRR24927425	3978284	3983578	SC5
ERR12861934	209925	210082	SC5
ERR12861934	260480	261264	SC5
ERR12861934	970791	971321	SC5
ERR12861934	1055234	1058077	SC5
ERR12861934	1061501	1062293	SC5
ERR12861934	1148185	1149385	SC5
ERR12861934	1266413	1268117	SC5
ERR12861934	1291236	1292337	SC5
ERR12861934	1330135	1331287	SC5
ERR12861934	1419041	1424648	SC5
ERR12861934	1502772	1503573	SC5
ERR12861934	1519897	1521560	SC5
ERR12861934	1557595	1557630	SC5
ERR12861934	1718841	1723892	SC5
ERR12861934	1814594	1817648	SC5
ERR12861934	1860356	1861019	SC5
ERR12861934	2211699	2215122	SC5
ERR12861934	2218780	2221341	SC5
ERR12861934	2297806	2299801	SC5
ERR12861934	2327250	2329422	SC5
ERR12861934	2336804	2339110	SC5
ERR12861934	2480903	2481710	SC5
ERR12861934	2556267	2556900	SC5
ERR12861934	2703628	2709204	SC5
ERR12861934	2859089	2867610	SC5
ERR12861934	2870421	2872429	SC5
ERR12861934	2886886	2890255	SC5
ERR12861934	3065542	3068773	SC5
ERR12861934	3247439	3249992	SC5
ERR12861934	3427526	3430183	SC5
ERR12861934	3431542	3434287	SC5
ERR12861934	3489381	3490578	SC5
ERR12861934	3520074	3520771	SC5
ERR12861934	3657645	3658812	SC5
ERR12861934	3779347	3783156	SC5
ERR12861934	3857074	3857270	SC5
ERR12861934	3947644	3949331	SC5
ERR12861934	4002171	4004202	SC5
ERR12861934	4049521	4059537	SC5
ERR12861934	4100293	4103729	SC5
ERR13148488	1886772	1887512	SC5
ERR12861574	143982	148183	SC5
ERR12861574	277110	282357	SC5
ERR12861574	319180	319632	SC5
ERR12861574	347621	351217	SC5
ERR12861574	1024727	1029959	SC5
ERR12861574	1109324	1110458	SC5
ERR12861574	1125671	1130113	SC5
ERR12861574	1227987	1229256	SC5
ERR12861574	1375875	1383976	SC5
ERR12861574	1406566	1407015	SC5
ERR12861574	1529868	1531278	SC5
ERR12861574	1771861	1777275	SC5
ERR12861574	1805317	1809722	SC5
ERR12861574	2248347	2251940	SC5
ERR12861574	2444131	2446691	SC5
ERR12861574	2559538	2562701	SC5
ERR12861574	2595770	2599250	SC5
ERR12861574	2948130	2958022	SC5
ERR12861574	2982551	2982912	SC5
ERR12861574	3014893	3017231	SC5
ERR12861574	3053723	3056532	SC5
ERR12861574	3059573	3063093	SC5
ERR12861574	3157987	3158765	SC5
ERR12861574	3370979	3373227	SC5
ERR12861574	3404051	3406871	SC5
ERR12861574	3481544	3482668	SC5
ERR12861574	3762024	3763981	SC5
ERR12861574	3881442	3883083	SC5
ERR12861574	3963070	3963870	SC5
ERR12861574	4002322	4003230	SC5
SRR7800442	249246	250573	SC5
SRR7800442	452499	453268	SC5
SRR7800442	980890	981395	SC5
SRR7800442	1126638	1127847	SC5
SRR7800442	1600311	1600897	SC5
SRR7800442	2987063	2989213	SC5
SRR7800442	3065542	3067858	SC5
SRR7800442	3373571	3374587	SC5
SRR7800442	3525527	3528538	SC5
SRR7800442	3799998	3801421	SC5
ERR12861904	246254	247378	SC5
ERR12861904	283021	290542	SC5
ERR12861904	441072	441500	SC5
ERR12861904	564563	566200	SC5
ERR12861904	589401	591178	SC5
ERR12861904	652324	653150	SC5
ERR12861904	834871	837375	SC5
ERR12861904	949129	953017	SC5
ERR12861904	1069424	1069839	SC5
ERR12861904	1095015	1095868	SC5
ERR12861904	1120277	1121894	SC5
ERR12861904	1147720	1150303	SC5
ERR12861904	1231385	1231879	SC5
ERR12861904	1266251	1267101	SC5
ERR12861904	1374447	1375334	SC5
ERR12861904	1454880	1456633	SC5
ERR12861904	1458157	1459312	SC5
ERR12861904	1641889	1642261	SC5
ERR12861904	1665107	1666489	SC5
ERR12861904	1679571	1680240	SC5
ERR12861904	1780155	1781499	SC5
ERR12861904	1910937	1914423	SC5
ERR12861904	1990522	1992054	SC5
ERR12861904	2087816	2090069	SC5
ERR12861904	2201267	2203169	SC5
ERR12861904	2559906	2562148	SC5
ERR12861904	2607391	2611563	SC5
ERR12861904	2788346	2792308	SC5
ERR12861904	2903048	2904460	SC5
ERR12861904	2959522	2960704	SC5
ERR12861904	3027274	3027578	SC5
ERR12861904	3107905	3109608	SC5
ERR12861904	3185913	3187778	SC5
ERR12861904	3279289	3285911	SC5
ERR12861904	3569698	3570329	SC5
ERR12861904	3686481	3687978	SC5
ERR12861904	3724251	3724897	SC5
ERR12861904	3782702	3786270	SC5
ERR12861904	3790756	3791821	SC5
SRR7800586	753608	754296	SC5
SRR7800586	1471655	1472329	SC5
SRR7800586	2938827	2942329	SC5
SRR7800586	3612285	3612775	SC5
SRR7800586	3916909	3918964	SC5
ERR12861612	204474	204926	SC5
ERR12861612	671766	675373	SC5
ERR12861612	761767	762447	SC5
ERR12861612	1126638	1127847	SC5
ERR12861612	1365729	1368166	SC5
ERR12861612	1657476	1659120	SC5
ERR12861612	2158894	2160392	SC5
ERR12861612	4059835	4060584	SC5
SRR7800685	147293	148183	SC5
SRR7800685	216647	217169	SC5
SRR7800685	555817	556549	SC5
SRR7800685	681224	681914	SC5
SRR7800685	710391	711100	SC5
SRR7800685	1109145	1111211	SC5
SRR7800685	1125671	1130113	SC5
SRR7800685	1330753	1333533	SC5
SRR7800685	1386064	1388301	SC5
SRR7800685	1406566	1408424	SC5
SRR7800685	1529978	1531278	SC5
SRR7800685	1561288	1562722	SC5
SRR7800685	1602616	1604163	SC5
SRR7800685	1751969	1763121	SC5
SRR7800685	1786931	1787558	SC5
SRR7800685	1805756	1806512	SC5
SRR7800685	1963356	1963898	SC5
SRR7800685	2004878	2005667	SC5
SRR7800685	2044173	2046166	SC5
SRR7800685	2444734	2446829	SC5
SRR7800685	2593319	2598584	SC5
SRR7800685	2841561	2844354	SC5
SRR7800685	2952546	2958022	SC5
SRR7800685	2972146	2972434	SC5
SRR7800685	3238250	3240240	SC5
SRR7800685	3269368	3271531	SC5
SRR7800685	3324196	3326406	SC5
SRR7800685	3369514	3373227	SC5
SRR7800685	3519078	3521846	SC5
SRR7800685	3527343	3528236	SC5
SRR7800685	3611501	3611861	SC5
SRR7800685	3723600	3725342	SC5
SRR7800685	3762024	3763863	SC5
SRR7800685	3790203	3791733	SC5
SRR7800685	3860975	3866531	SC5
SRR7800685	3881442	3883083	SC5
SRR7800685	3963070	3963870	SC5
SRR7800685	4002322	4003230	SC5
SRR7800685	4070719	4071389	SC5
SRR7800685	4086343	4088267	SC5
SRR7800685	4100681	4103662	SC5
SRR7800685	4108454	4109259	SC5
SRR7800685	4112291	4116969	SC5
DRR286162	1651009	1651971	SC5
DRR286162	2403326	2405038	SC5
DRR286162	2525227	2526478	SC5
DRR286162	3044357	3045379	SC5
DRR286162	3059290	3063155	SC5
DRR286162	3065542	3069064	SC5
DRR286162	3237420	3243922	SC5
DRR286162	3287385	3288930	SC5
DRR286162	4237646	4238720	SC5
ERR13148615	204381	207318	SC5
ERR13148615	209663	211888	SC5
ERR13148615	218657	220261	SC5
ERR13148615	262944	263876	SC5
ERR13148615	275362	283631	SC5
ERR13148615	293274	298221	SC5
ERR13148615	605852	607231	SC5
ERR13148615	782639	786779	SC5
ERR13148615	803152	804355	SC5
ERR13148615	859189	860881	SC5
ERR13148615	895860	896968	SC5
ERR13148615	1057503	1058946	SC5
ERR13148615	1097977	1100086	SC5
ERR13148615	1399440	1404241	SC5
ERR13148615	1529783	1531420	SC5
ERR13148615	1590297	1591633	SC5
ERR13148615	1632340	1633098	SC5
ERR13148615	1651090	1652941	SC5
ERR13148615	1772365	1776298	SC5
ERR13148615	1918207	1929471	SC5
ERR13148615	2127631	2133160	SC5
ERR13148615	2375472	2379738	SC5
ERR13148615	2643514	2648101	SC5
ERR13148615	2748282	2749025	SC5
ERR13148615	2777656	2779435	SC5
ERR13148615	2971477	2972732	SC5
ERR13148615	3113343	3115507	SC5
ERR13148615	3184223	3186072	SC5
ERR13148615	3286545	3288379	SC5
ERR13148615	3390591	3391354	SC5
ERR13148615	3396513	3397499	SC5
ERR13148615	3417934	3420041	SC5
ERR13148615	3520355	3520407	SC5
ERR13148615	3545189	3546859	SC5
ERR13148615	3561878	3562801	SC5
ERR13148615	3569237	3575422	SC5
ERR13148615	3647614	3647738	SC5
ERR13148615	3777697	3783830	SC5
ERR13148615	3812721	3815782	SC5
ERR13148615	3831370	3834574	SC5
ERR13148615	3911865	3913092	SC5
ERR13148615	3947396	3950542	SC5
ERR13148615	4002171	4003299	SC5
ERR13148615	4108355	4109267	SC5
ERR13148615	4111938	4113131	SC5
ERR13148615	4115651	4118257	SC5
DRR286143	675813	676295	SC5
DRR286143	3108503	3109467	SC5
ERR12861758	283083	284004	SC5
ERR12861758	423167	424117	SC5
ERR12861758	506907	508092	SC5
ERR12861758	1192009	1192370	SC5
ERR12861758	1262099	1265585	SC5
ERR12861758	1322273	1323272	SC5
ERR12861758	2045625	2046294	SC5
ERR12861758	2298114	2299297	SC5
ERR12861758	2748539	2749387	SC5
ERR12861758	2987280	2990889	SC5
ERR12861758	3160776	3164162	SC5
ERR12861758	3170549	3171455	SC5
ERR12861758	3451576	3453097	SC5
ERR12861758	3822937	3823390	SC5
ERR12861758	3944188	3945064	SC5
ERR12861758	4006898	4007602	SC5
ERR12861758	4052519	4053927	SC5
ERR12861948	38320	41234	SC5
ERR12861948	80972	81702	SC5
ERR12861948	152993	155685	SC5
ERR12861948	277160	280160	SC5
ERR12861948	282443	286791	SC5
ERR12861948	296067	297272	SC5
ERR12861948	318010	319632	SC5
ERR12861948	404739	405688	SC5
ERR12861948	528500	530024	SC5
ERR12861948	555817	556549	SC5
ERR12861948	580864	581649	SC5
ERR12861948	790048	791985	SC5
ERR12861948	864141	864402	SC5
ERR12861948	1028574	1029892	SC5
ERR12861948	1080767	1083198	SC5
ERR12861948	1324580	1328561	SC5
ERR12861948	1375934	1377637	SC5
ERR12861948	1379728	1381487	SC5
ERR12861948	1406535	1407819	SC5
ERR12861948	1594496	1595805	SC5
ERR12861948	1671625	1672255	SC5
ERR12861948	1744304	1745014	SC5
ERR12861948	1781130	1782912	SC5
ERR12861948	1805813	1806512	SC5
ERR12861948	1865803	1868863	SC5
ERR12861948	2201417	2202739	SC5
ERR12861948	2253001	2255687	SC5
ERR12861948	2375186	2380574	SC5
ERR12861948	2505365	2505634	SC5
ERR12861948	2507098	2508688	SC5
ERR12861948	2578967	2580590	SC5
ERR12861948	2657836	2658677	SC5
ERR12861948	2863069	2870420	SC5
ERR12861948	3059573	3063213	SC5
ERR12861948	3157987	3158893	SC5
ERR12861948	3184783	3186072	SC5
